97daaccc69a3aa41de6cab84cfe9f4e8,000b3754ebc6f6e67d06b0859dad767b0df675dc9b7be44149b0446df75b56ce, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2014, push mov mov , call mov mov , mov test , mov add , call push 
6b7f324734b16a3d3156e534fbf0d653,000fb5bda21a4126d45fd91b75fb6410b837ec943a0308e038720ca047089a67, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2015, push push call , call pop , mov pop , jz mov , mov call 
4b6c557df51172fb616d65813e22e3e6,000f9b95596a2dfe7c14ffe970b70ea1474de71a88138421beec56c1a7cb8ccb, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2014, push push mov , pop retn , lea push , mov mov , cmp jz mov 
e784dac35f360db13dee258b8e78349b,00097a7ed8a24368d0bc800d7e0a1e5cbd88eca2b3be73bf8b69f3c23a3216f1, Trojan-Downloader, Win32, VB, Trojan-Downloader.Win32.VB.araw, 2013, jz mov push , mov mov , push call , lea mov , retn mov 
2b739fd055e8957077ab3c3a62dbd6c6,0004c97408663ad0faff0e64e7b017c6662c24bc85549e0c35d9bd8b76a5e2ad, Exploit, JS, Pdfka, Exploit.JS.Pdfka.fkc, 2016, mov test , pop retn , push mov mov , jz mov , push mov call 
5a65fbf5801191549be46122ca27a050,00006c25aaa762d7ca768dd7ef9f1ae89bfd9ee7fd9f770fb19340220f4f96cc, Downloader, Win32, Soft32, HEUR:Downloader.Win32.Soft32.gen, 2016, pop mov , mov call mov , mov cmp , mov push mov , mov mov cmp 
ec0e03e7ec980a1c709fbbe55bd41044,00045b5a089d35536c758405c30ddb000e777fef88bcf8f024191243771df9c9, AdWare, Win32, Fiseria, not-a-virus:AdWare.Win32.Fiseria.w, 2014, lea push , push mov , mov mov mov mov , mov mov , jz mov 
5925b6ab236fe5f5595fdb770cd51b63,00006f3425a51fb6cbb4c645c3c9a14edbefd3a2ebd0f3d3e3bc57ca7e30045d, Downloader, NSIS, Generic, HEUR:Downloader.NSIS.Generic, 2016, call pop , pop pop pop , mov mov mov mov , pop pop , cmp jnz 
4aee4f7ffcf4b5a599aaf138dbd4e900,00093ac0cf2687f0bbc02a337eb90d1298134d033b060b18a1d09d871c8d9367, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2018, mov mov mov , call mov , cmp jz mov , cmp mov , push call 
63111c2b61c9dfcf311525cae4240ebd,00064067c0c9e7958d61359df8a6a895c658c6e3d66d7e2c445e6d36b7c8058e, Packed, Win32, Krap, Packed.Win32.Krap.b, 2016, mov push , jmp mov , mov xor , mov test , mov xor 
a183ded91737555b104e625f15ef87a8,0003293c3b7505d17ed6a39679e3173ba069a9e29d88bf7b5c3c36d7ac3e50f5, Trojan-Downloader, JS, Iframe, Trojan-Downloader.JS.Iframe.cqo, 2016, mov push , cmp mov , push mov , retn mov , jmp mov 
5ad7f43e0897f844b3b11dc1d67da5d2,0002ef8ed982c064599073e68ac51f9a23f8e87d04e1b27c53a439f920d32ee6, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2018, mov push mov , mov xor , pop retn , test jz , mov jmp 
1b18342a5683e57fc9fa5eb9d9b0b3d4,000563a4e4bc619f18515c359f188ce39f4f28a0fa3c0a9431278a2c51e866ec, AdWare, MSIL, DomaIQ, HEUR:AdWare.MSIL.DomaIQ.heur, 2014, mov push mov , call mov , jz mov push , mov call , jnz mov 
6aa709570a00c08069678d73f49830f1,000969c1082d79b803d9c142f9a844cde7b78e26e75c33462d5c5385c032ba7a, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2017, test jz , push mov , jz mov , mov call mov , mov xor 
2c26f901e711241f12af294cbca324d7,000e5b6b7372514353b584a92c5fa37d00023729447e90a46193bba2cf2e78f4, Trojan-GameThief, Win32, OnLineGames, Trojan-GameThief.Win32.OnLineGames.akszm, 2013, push push push , call push , call pop , mov push , mov mov 
50427aecac3536b373a8890e714a0dd2,00041548fd75472255cccd5e5a7b9751433f4dc8eb2e759d7e157b645ad84ae5, Trojan, JS, Redirector, Trojan.JS.Redirector.vz, 2012, cmp mov , mov push push , call push , jmp mov , cmp jz 
f578937536801c36995aa2af84d6a281,000e8f5b63b4a372b0f642e636daad47f601c632f71885fa910445d162e6b3cd, Trojan-PSW, Win32, Bjlog, Trojan-PSW.Win32.Bjlog.lfz, 2014, push call mov , mov mov , lea push , mov mov cmp , mov mov mov mov 
8c9b112ba08dc9ebd3b6ba6e84757daf,000f91c3899f4ad12f39a7bee568fae0fff86d4e5ef80d30f2b09ef521439056, P2P-Worm, Win32, Sytro, P2P-Worm.Win32.Sytro.j, 2018, pop pop , lea push , xor mov , mov mov mov mov , push call mov 
80c12faf9c71487486f5f6fc5d083d2b,0008fa4f91d3d9723a9b95768ddb2a0a5a45b989e367d23323cd0966e5068b9b, Trojan-PSW, Win32, Esgo, HEUR:Trojan-PSW.Win32.Esgo.gen, 2017, pop retn , mov add , lea push , mov cmp jz , mov test 
7a5dfce5b1ed5c69c909850b584a0730,00088eadb197bb6386697f2045dde57ae5049a6e663c9361741f5eac5ec10ca8, AdWare, Script, Generic, HEUR:AdWare.Script.Generic, 2014, xor mov , mov mov , lea push , call mov , pop mov 
a974156f49130b5e08507314c95a5768,0001495886bb808ca76b41c7a66ac95a79b6a1d9a5934b880ba9a759acc4fb13, AdWare, Win32, LMN, not-a-virus:AdWare.Win32.LMN.apm, 2013, call mov , call pop , mov pop , mov push call , push mov mov 
7baa0ffbca8fbfac7c278dd74152bcf8,000cd8c8e61332a1f95e5f0feba3b7fbed240245b02b5dc82fc95621f69b7633, Worm, Win32, AutoRun, Worm.Win32.AutoRun.but, 2018, cmp mov , lea push , lea mov , mov mov cmp , mov add 
8c4e90eb9f78ffc2872b759f6eed4cbb,0001e3aed8775f1ba162616b391d9b2ff7873a60f589b1fac244f0de5cc66bf3, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2018, push mov call , push push , lea call , test jz , mov lea 
c8fde52f976b7a268df05683cbf54665,000c2180dedbff639979633fa638a8a07b9927d2bc51397609b4684f27dd668d, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2018, cmp jnz , push push call , lea push , jz mov , mov jmp 
3d789dbdff114df8db132047cc550a05,0001bf3dff2c7e2c4a0fe668d8741be86bb3b4fdd98d25e75ac6f7c329d16a74, Trojan-Downloader, Win32, NSIS, Trojan-Downloader.Win32.NSIS.no, 2018, push mov push , call push , xor mov , push mov mov , pop pop pop 
7750a27e18f963969b69b5a1d3a90ede,00033eb18ca74868218e0ca6e4022c65ce54d31fc9f1a6b1ed1b78e9e7d27214, Trojan-PSW, Win32, Kykymber, Trojan-PSW.Win32.Kykymber.dolx, 2013, cmp jz mov , jmp mov , mov push call , pop mov , call push 
8108aec3ee9d8b8288273ee61120000e,0002711b5c6a90eca1af7f3cd7f466f1287cebfd9c05f3d3ac5d054cc9a5e9c6, Trojan-Dropper, Win32, Injector, Trojan-Dropper.Win32.Injector.gvhz, 2016, cmp jnz , test jz , mov push push , mov mov mov mov , retn mov 
e9fd8242c476051fdb34661dd6c9aad5,000c0300f8f682419c84d1fad6ecced2172de63381e9439d6c8854a1795b7d6c, AdWare, OSX, Spc, HEUR:AdWare.OSX.Spc.a, 2019, push mov mov , jz mov push , mov cmp jz , mov test , push mov mov 
b2bc240878a17904cf611cfbe2454ff1,000297d3119a3538ef9911cedc1b2abfc4a4c29b9314b5c684e22a82059369a0, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2018, mov cmp , mov push push , pop pop , jnz mov , mov push call 
b866e44492997bdf013e0c3afe85f138,0007c1b3e1337db643191f3cc88204050d4d87db499570287d824ed7164e5876, Packed, Win32, Krap, Packed.Win32.Krap.ar, 2013, mov call mov , mov xor , mov add , push mov push , mov push call 
f8bd32e964553e70323190bf86fb7c8f,00035172eaa33be3962173ed7c98ae53b180cad221aea62adaafe9d958d46c8d, Trojan-PSW, Win32, Agent, UDS:Trojan-PSW.Win32.Agent.mnz, 2009, call mov , pop pop , mov mov , push mov call , mov test 
6f0d65fdfd2f37212e36d7941600e4a3,0000d5f233d23b872ab0c296fd528fadaefca050250928d4256a09644f2c9a8d, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2019, mov lea , mov mov mov mov , mov cmp jz , mov push , lea mov 
42e3bc31502909b2b99500c0e33dc85a,000cc0ad1671836fa159edbec4b5aff10a258f624c6a10742e6a3e5d1ff3433a, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2018, jnz mov , mov push mov , retn mov , push mov mov , call mov mov 
eb57e9674da40568c4f3b95234372dee,000a5129d15cc13e99fe951cabb93e21ac18d077d1bfa070b8a4d8134ef77ae5, Trojan-GameThief, Win32, OnLineGames, Trojan-GameThief.Win32.OnLineGames.akygn, 2018, push mov call , push push call , jnz mov , cmp jnz , cmp jnz 
c920f3c83ee6f4f4fbf399d60a88f0b0,000ac6158355e9cbbbe988ed802062c7af58cc72cbf67ecd5535fa37149f75c7, Virus, Win32, Alman, Virus.Win32.Alman.b, 2018, jz mov push , push call mov , mov cmp , pop pop pop , mov test 
8159ae9e9890bb207838c9a3a4c91fd4,0004317d5bf465153a2d49c4045a305306c824ed0474ceec7482d0c1adaa9404, AdWare, MSIL, DomaIQ, not-a-virus:AdWare.MSIL.DomaIQ.clek, 2014, push push push , cmp jz mov , push push , push call , lea mov 
212567aa38a54946c1291a75ac1d3bda,0005366ab141c5135d50eb50919244b472a2b04891c9e68ae00bd0ebe939194d, Trojan, Win32, Vilsel, Trojan.Win32.Vilsel.bpxe, 2014, xor mov , call mov mov , mov push mov , mov xor , push call mov 
4587fb374683fb6284e6e573fe8a290a,0007dffd39570b7bb75c71dcddc30e1ca6aae516d5ac26eb2f80c7b07d9a4c70, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2011, mov call , push mov , mov push push , mov mov mov mov , retn mov 
3de5e24db8b2a05511282308e14689b6,000a598ab649b67e10cccc59b492c8087f41f73cc775740f84b01522f313bb66, Downloader, Win32, DownloAdmin, not-a-virus:Downloader.Win32.DownloAdmin.gen, 2016, call push , jmp mov , mov push , push lea , mov add 
7d42a940b35b1f1885718f39eaf4fd3f,00036d3ab3435ccd92a7fd2f2d0d39a537dcb3a2799b18bc81c89f205414ed6d, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2016, jz mov push , lea mov , mov mov , jz mov push , call push 
7528cb68278ea7867735110fd8a30282,0000632cc462b9f3ec4a069d45fbe021c8e29eaab8f3c483a02278a97c9ebeae, Trojan, JS, HideLink, Trojan.JS.HideLink.a, 2015, mov call mov , push push call , push call , push push , push mov mov 
e28a4d51bc0a8d9cab7567ebe870b6d8,00036b0dedb65e1b2624bd59e01785597ec8880491f4e82872a7edb58e092ce3, Trojan, JS, Pakes, Trojan.JS.Pakes.dp, 2013, push mov push , cmp jz , test jz , pop mov , push mov push 
29ea173c6523225d7c2e66af59fe79b8,0000a2eb3690c9a7beb34be7e1fc0903acbbe6e39660e73c5eb0d5921b7a8c02, Trojan-Downloader, Win32, VB, Trojan-Downloader.Win32.VB.avhn, 2018, lea call , xor mov , mov add , jz mov push , jnz mov 
930a49798d751aa43e861f9141ac979e,000c1171afc0f2d7fbc6f955530c7a44184a00721054f598c5cd1548c8aaa0ed, jtksarq-, co, uk, jtksarq-.co.uk, 2013, call mov mov , xor mov , mov call mov , mov call , mov mov mov 
12693845ef9d4669e5808fc120068553,0003241b55b7edb0012a350fcb35b0331d475edf2ee5df667ba04a20ade9447c, Trojan-Dropper, Win32, StartPage, Trojan-Dropper.Win32.StartPage.arr, 2013, call pop , push push push , mov jmp , mov mov cmp , cmp jz 
16bf00da0b056911c627afcfb03d6b60,000a4cdf8a796f2936a98337e1c5fb0cdc112b0c7086f4eb79a9afe7b7f0bd1b, AdWare, Win32, ScreenSaver, not-a-virus:AdWare.Win32.ScreenSaver.f, 2018, cmp jz , push mov , lea mov , push mov mov , call pop 
07fb2494eb30cb4aa77654f5b5785bcf,00068ebf9f3273fcd169ff4e79010de17cdb8b02d196f1fddb84ed999316d816, Packed, Win32, Krap, Packed.Win32.Krap.ae, 2019, retn mov , lea call , push call , mov mov mov mov , push push call 
6defd313e9a11e8974ce7922d06d5531,000dc8469515ba0a0830f0608201a450dbde969756276c2088fd76e97903bdcb, babochka635, tmp, patchFile, babochka635.tmp.patchFile, 2012, push push push , mov add , cmp jz , call pop , mov pop 
9e280a9f27653996820dfa73b3f9fccd,00021dfe5906f2cb33fae41cbd9d676a56a6e59ae48fb18d72c8affd9001a59e, Trojan, Win32, AntiFW, Trojan.Win32.AntiFW.b, 2018, push lea , mov push mov , jnz mov , mov cmp jz , jz mov 
a46988968c2a6c77040cf3025ab040d7,0005e1c8443255554567710d260a7c86c8ff8c678971e06a0adb4707369f7fb4, Worm, Win32, Basun, Worm.Win32.Basun.ajp, 2014, cmp jz , push call mov , push lea , jz mov , test jz 
8f656864d1a3857a6b3b3c2a19e99bd7,000fa4efe118d8d6ea069c8692b8c848500d84ef02e696594b781c79997243d5, Trojan, Win32, Generic, UDS:Trojan.Win32.Generic, 2019, pop retn , cmp jz mov , push push push , mov pop , mov mov mov mov 
ff489f6ad6b1d38a7cc30369de96cdbb,0002c2afb3b4f51616484118ea280d7a86cc7d762f72e099bc81da8c70f15304, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2010, jnz mov , mov xor , mov push push , mov pop , xor mov 
62bd9cf0d0f987698688d9bb22498876,000f5a8f1035a2e5090c2c248cf58786657a0d39745303170dd46b2b5a86f491, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2019, mov mov cmp , mov call , call mov mov , mov call , mov push mov 
4315d418e53821626ac1059fe82b7a4a,000f76bf4da3dd05df0a33b09b31d71971123805860020d978b7198850adfbc7, Trojan-Downloader, Win32, Adnur, Trojan-Downloader.Win32.Adnur.wpd, 2017, mov lea , pop pop , mov mov mov , push lea , mov mov cmp 
086f1f50c4eb0372161835fbfc67c368,000ee4388282dc770038d54982ba152feeac02f555ea48525bb836d62aae1a2e, AdWare, Win32, MultiPlug, not-a-virus:AdWare.Win32.MultiPlug.ofgs, 2018, mov mov , lea call , jmp mov , mov pop , cmp jnz 
3bb2e9b18181956456d7165b0d45ad30,000c5130d723831f08aa6990d81d1b45005b730fff20f3fa2edb69c83885a70c, Trojan, Win32, Tiny, Trojan.Win32.Tiny.cm, 2014, mov call , mov mov cmp , mov mov , xor mov , lea mov 
c9cb36f000eb0e66496c0f28d30fd97a,000dcf7170bbebec07af42bbd0d83e03db12461dda868a6af1d1c527d5325af6, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2019, push push mov , mov test , push push , call pop , retn mov 
d9ac568a591c6140f63e78d63854c730,000ce39b7df8fa864dcada17340e7540f306bb0658eda00e0b671113fab4b440, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2019, pop pop pop , push call mov , push push push , mov call mov , cmp jz 
770ffd33a166c47ee76bb4404ec70ab4,000159ff6cd8c312a410feca1c4b4f29cdbfbbe414c45d86aa7fe55b86bb31c6, Trojan-Downloader, JS, Agent, Trojan-Downloader.JS.Agent.gpp, 2012, mov mov mov , call mov mov , mov push push , xor mov , pop mov 
f325b708a9474ecd9a3060e0edd81c34,0002de216b8cf505f0b0285af4ca70ea35427e67000b18fea9f31e25da6e96be, AdWare, Win32, Browext, not-a-virus:AdWare.Win32.Browext.gen, 2015, mov push call , pop pop pop , mov jmp , mov lea , mov call mov 
9c7336c34e926fcb795b98c611db0e67,000cf6a9567bc0a49bf35a7fcfe4267dfe9f63bd1ed843f45ed15410ee916cdc, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2017, pop pop pop , mov mov mov , lea call , call push , cmp jnz 
4ccb2193a5b24960f76e8b727adc7217,0009e9e5f7ecf6bfa30fa774f886f442c2c74295723922462017df5651ba6bc3, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2019, xor mov , mov mov , jmp mov , push lea , push push 
cd441d9c12335441e7cf7db15a35a8b7,0000d9a7406d818274f6d4b2a1201142119e4b422639206d88ae1ac46c73d286, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2014, mov lea , mov push , push push , pop retn , mov push push 
0ea2c8cbca7b31c9810846f4d467636d,00068af114757d136d44abfa690c8e1e7740945ae9811f0caaecf3f49fe5fd66, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2014, mov call mov , jz mov , mov lea , cmp jz mov , mov pop 
12a1a4c78ce5eb81895edcd6d4b3d750,000fd3122063bd54e7c40783c4f62ef924d806a7626bbe351028c53e810faf2a, AdWare, Win32, DealPly, HEUR:AdWare.Win32.DealPly.gen, 2014, mov push call , call push , retn mov , mov test , cmp jz 
e1f4a964861a0b03d416587a762b8da6,000fe920735b000d94be954675066555ee6c862bd16a7aaa0f49ccc27d74ec2d, Trojan, MSOffice, Agent, HEUR:Trojan.MSOffice.Agent.gen, 2020, push call mov , cmp jz mov , pop pop , jz mov push , jnz mov 
24e165cbbc3c8054059f41aaf6340cd9,000372c42f8eeacd7464e947170a83cbf0fb8d18c24fe4600cfc0b5e2e7a11b7, Trojan, JS, Agent, Trojan.JS.Agent.chv, 2011, mov cmp , push push call , cmp mov , mov push push , push call 
ff83786c12569138765aaf3c411b8bf1,00059712a069a389c131c8fe5cdd25b059e8b4edb8ab3bf95c5a7ad3b80db1a0, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2018, mov cmp jz , push mov call , push push push , push push push , mov pop 
08f1a9f1f26b83b3985da7484035fae9,0008307178ae80ad4ba536ad3bef74070383056d82cbb7abe0b9c35d54b3b97c, AdWare, Win32, ScreenSaver, not-a-virus:AdWare.Win32.ScreenSaver.i, 2019, mov push mov , mov call , mov push mov , push push mov , push call mov 
d5638df8aa1648492b011a097235e86c,000da04a69a9019f9b3a9cfb2f45d08e735e5b4a7a9b2eae297c668092ea45c5, AdWare, Win32, LMN, not-a-virus:AdWare.Win32.LMN.apm, 2017, mov call , jz mov push , push mov , push mov , jz mov 
3d6390c7deebc425f47f783319a34c3a,000a85e7c054fbaddb919cd21cdb946b32c37141c684fcf323344610026b6294, Trojan, Win32, Delf, Trojan.Win32.Delf.gen, 2014, mov push , call pop , push push mov , mov mov cmp , pop mov 
3e9ab7b8ae1fee4abc752cceeb48cc61,0001e536c46f8678eff369b1c5b7344013912f2dbfdced020559b5e2476f6fdf, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2016, mov test , push mov push , mov push mov , jz mov push , mov mov mov mov 
2edf1af22deb0877e18614cff64bf3fc,00004096ad51f86cda5caa50fda29d6698d8a935581bcf31db60409a71df818c, Trojan-Downloader, HTML, IFrame, Trojan-Downloader.HTML.IFrame.aje, 2014, push push call , jnz mov , pop mov , mov jmp , mov lea 
52c4df400345e7897c9c68792e989d40,00069282c5d5236b13c308190a468bf3ba2820b36dea33508bcbbea0d7f776bd, AdWare, MSIL, DomaIQ, HEUR:AdWare.MSIL.DomaIQ.heur, 2014, cmp jz , mov test , cmp jnz , lea push , push push push 
c7064df475d96c973d79f2364d7c43e9,0008231acf88455a45b062eadfed3097a1a6c1bbbbf5d7911ffe1a3639f40462, AdWare, NSIS, Agent, HEUR:AdWare.NSIS.Agent.gen, 2018, mov push push , push mov call , mov call , mov xor , pop mov 
9cf038f34801151599cb05403383d44a,00011549654aee547435d1ecc2a89c798ba895258c8a0e8dc3c129c4e1d7ab27, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2019, retn mov , call mov mov , push push , mov mov mov , retn mov 
7417540fa26da2e82dd00e37eeede5f9,000d9434e9c5b984da9b40d39248cdd3d63e2437de3201ec49b9051c36956c9b, Trojan, Win32, Convagent, VHO:Trojan.Win32.Convagent.gen, 2010, mov mov mov , pop pop , mov call mov , mov pop , push mov mov 
a081f8c88f4316e497fb5d7768586c23,0007c1930ae254457c4bfc81aec0dc59a6c774fe3b3f6bcaf9654df20b4fd224, Trojan, Win32, Refroso, Trojan.Win32.Refroso.cmre, 2011, push mov mov , mov pop , lea call , cmp jz mov , mov xor 
9ea512aacc722b1c61d3631bbbe42391,000ab77cf944b717b4f10a3264370118dd3636ce44418c31f342b32a792f722c, Trojan, Win32, Buzus, Trojan.Win32.Buzus.gzue, 2020, mov mov , cmp mov , call push , mov push mov , push mov 
8f81effeed22bb116e75b6dec1cfbed9,000aaafc4a79a6bbb159f01ee54aa7647cae12c8ba526858e5120861bb9ffed1, AdWare, NSIS, Indirect, VHO:AdWare.NSIS.Indirect.gen, 2012, push mov mov , xor mov , push mov push , push lea , jmp mov 
9be8d51ae5bc1a27a7a43799c5a03cea,000e1eb00c9bb669e36422830deb1855bee9c09cd1a4802eea6b0f72af5bf1f7, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2014, lea push , push call mov , call push , call push , call push 
36e76f40ee2df9d4ae5096ce620b7a32,0004e14ba0a88a5416fd99aa6f5356f08a7e9206ab98639d003b41d349febd81, AdWare, NSIS, Indirect, not-a-virus:AdWare.NSIS.Indirect.a, 2012, cmp mov , mov test , jmp mov , call pop , mov lea 
0a08338ac16de4936cf657a5014ae1aa,000c4c6260f50e21c190bd4c21108276f541aff118cdb626dcdda3f1f939738f, Trojan, JS, Redirector, Trojan.JS.Redirector.afa, 2019, jmp mov , mov jmp , mov test , mov pop , jmp mov 
942f08024d6d0ea77506ae8d5f60e549,000a865478c8a578e3333f63c5bf92883be4dc438f8f17dee072ff935676f77d, Hoax, Win32, Bravia, Hoax.Win32.Bravia.m, 2008, mov xor , cmp jnz , pop pop pop , pop pop , push mov push 
2b0b516263e9a0fe974b91958b581e84,000fee013021457eea723a524814f9f44c33812121e5ce5342f02b57d7756196, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2014, mov call mov , cmp jz , mov push mov , cmp mov , mov mov cmp 
898ae5797e63f560d877c018368199cb,0000da5d4af1161bf7780cbe9703cc0185d9abc64e18fee1e9da4013b51c7868, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2014, pop retn , push call , push push push , push push , mov push push 
1d4238cb5b3c606e28f7aa4bb72fd867,0000281164829a59f8eb031505c56344ecd0c2fe4377aaab0aaa26faa953204a, Downloader, Win32, AdLoad, UDS:Downloader.Win32.AdLoad.xtay, 2018, mov jmp , mov push , xor mov , mov cmp , cmp mov 
7ccf5f1a71b52c73724b58d64063a4ef,000d31a9fd578666f826935be127b535aa7152ce50926b5a84742dfe25bea6a1, Exploit, JS, Agent, Exploit.JS.Agent.bmh, 2013, mov add , mov mov cmp , cmp mov , call push , mov push 
3d5c0747728961e98f5f9a9798b3d87b,0008486473ea1dafa8642d666110e120cbac3e2ebee1da62c1fb90261d27cfa3, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2011, push call mov , call mov mov , call push , mov test , jz mov push 
ef2c7cf3b8f3c05644f3a5bb9ab1a96c,000576c242ba8ffc2086849cacc2adfb5a817f7a87755b1b18570e3e55418612, Packed, Win32, Katusha, Packed.Win32.Katusha.o, 2019, mov push , pop pop , push mov mov , push mov , jz mov 
27c673f550893c56ab9c9525735c29f0,000aee670a8c53c1a63cc8156049b0d74aedd2e2853da9c8c853fd3d2dca0dc6, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2015, mov mov cmp , call pop , jmp mov , jmp mov , pop pop 
f22c57139ea66113a0136d78c66f85fd,0007f81bf3f0829f7bce9c16f1871c290a1ea6401c21e0f7c2763d830652cbeb, Backdoor, Linux, Gafgyt, HEUR:Backdoor.Linux.Gafgyt.bj, 2020, call mov , mov lea , cmp jz , call mov , mov cmp 
5be1141ddb9ab3f1606eb47696181930,000d16b56ed9173a773f985b18b370555f308e0c4b274a9aba6d7c55f020e6c5, Virus, Win32, Crytex, Virus.Win32.Crytex.1290, 2014, push call , cmp jnz , mov mov cmp , jnz mov , push mov push 
7fbb097029e90e5ecf82991b06ef1b5b,000ced6b3ec8bf687bf5a83d34288bc49caefd016983b324047078449896eb86, Downloader, Win32, Firser, not-a-virus:Downloader.Win32.Firser.a, 2013, mov push push , mov xor , push call , jnz mov , mov xor 
1d80107a5cc6312036bf381e8337acc2,000a62f80bfcd3aa06f7538177850876bb0dcc24400fc27ef623c1e873f6b082, Trojan, Win32, Vilsel, Trojan.Win32.Vilsel.bpxe, 2012, push mov , jnz mov , call push , push call , call mov 
2c3b7dddc93bd54ca1813edb71343e10,000fc27e60e20cc6f141cf42425e2f52cea0d798992dbdfd9e12745061ceba69, AdWare, NSIS, Indirect, HEUR:AdWare.NSIS.Indirect.gen, 2014, call push , call mov mov , mov cmp , call mov , mov test 
cc08a9ea966c7aa449b313c2bc8f8fd9,0003af80ba074decdf05e1eb96275fb241d1407cd1d3207b0b671fedbbf0bf15, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2011, push mov mov , call push , mov jmp , jmp mov , mov test 
ef14166fece10609b9d98331b26a5b06,0003c04fe2456d6a08880925d8070017497ce29a38d02811a8e53deff20253db, Worm, Win32, AutoRun, Worm.Win32.AutoRun.dtbv, 2014, mov call mov , mov add , pop pop pop , pop pop pop , jmp mov 
758284bc2d699f7dcbc13ea581982c2d,000a04d6d2f6cbc0fd9cf64569de622fb08a27bcc306d749c0a8d33a7b235831, Trojan, Script, Iframer, HEUR:Trojan.Script.Iframer, 2013, retn mov , push push , jmp mov , push push , push mov 
